,id,replyCount,likeCount,published_at,author_name,text,authorChannelId,is_reply,threadId,video_id,video_published_at,search_term
10,Ugzga3NKBVsI_LVExtx4AaABAg,0.0,0.0,2021-02-17T01:52:22Z,Urban Stuff,"Tuity fruity boys opening image to thsi makes his FRAUD clear;: A forest fire is due to ""global warming""? HOW? FAKE NEWS.",UCqz3mwQyXWP7OL5jFU2UQhQ,0.0,Ugzga3NKBVsI_LVExtx4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
11,UgzobTWUZWhK0k4NmJV4AaABAg,0.0,0.0,2021-02-17T01:46:20Z,Urban Stuff,"Greta Grunburgers fraud is becoming more transparent all the time:  https://www.youtube.com/watch?v=amF3O1ngk_0   ...  Maybe it's really ""russian collusion""?",UCqz3mwQyXWP7OL5jFU2UQhQ,0.0,UgzobTWUZWhK0k4NmJV4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
12,Ugw5KKn9gfDjPrW7P0p4AaABAg,0.0,0.0,2021-02-17T01:38:48Z,Urban Stuff,"BTW, greta grnrnrbgrg has made $3m So far off BS ""global warming"".  You people are SUCKERS!",UCqz3mwQyXWP7OL5jFU2UQhQ,0.0,Ugw5KKn9gfDjPrW7P0p4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
13,UgwQebzXT6bFHQllTvB4AaABAg,0.0,0.0,2021-02-17T01:36:55Z,Urban Stuff,"Uh his 5:41 BS. ""Skeptical of gov""? Hmm, you mean those of us who help our communities rather than you libratds who wait for the gov who screwed it up to fix it. I see. ""Social Justice"" Oh, you mean lack of due process, always playing the victim card, and not holding someone accountable unless they are a white hetero male. Those ""social justice"", yeah, I live in reality, so I am not for that. ""Individualistic"" is bad? Hmm, in other words, tuity fruity boy means those who do not believe they need the gov to run their lifes.",UCqz3mwQyXWP7OL5jFU2UQhQ,0.0,UgwQebzXT6bFHQllTvB4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
14,Ugw5-fj9Fx8-g3FfzQN4AaABAg,0.0,2.0,2021-02-15T01:34:27Z,Liz,And if u ever lose an argument about it remember that it’s hard to argue with a smart person but almost impossible to argue with an idiot,UC68Myz_-FOWFZBGxGnWHp1w,0.0,Ugw5-fj9Fx8-g3FfzQN4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
15,UgxOxiKBPut6X5i3qYR4AaABAg,1.0,1.0,2021-02-14T00:21:08Z,Fred Craven,There are thousands of nuclear bombs tested by Russia and the United States where do you think all that heat went? The government can control the weather anyway,UChA_PED7fi-aHUeQRcgtMcA,0.0,UgxOxiKBPut6X5i3qYR4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
16,UgxOxiKBPut6X5i3qYR4AaABAg,0.0,1.0,2021-02-20T00:11:48Z,BLITZN00DLE,"Earth is a lot bigger than you think. That heat did go into the atmosphere, but it's not nearly enough to heat up the earth noticeably",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,UgxOxiKBPut6X5i3qYR4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
17,UgxQYzaHEO_2ZFO0OVZ4AaABAg,0.0,1.0,2021-02-11T18:48:39Z,Nick Schroeder,"1) By reflecting away 30% of ISR the albedo, which would not exist w/o the atmosphere, makes the earth cooler than it would be without the atmosphere like that reflective panel set on the dash. Remove the atmosphere/GHGs and the earth becomes much like the moon, a barren rock with a 0.1 albedo, 20% more kJ/h, hot^3 on the lit side, cold^3 on the dark. Nikolov, Kramm (U of AK) and UCLA Diviner mission all tacitly agree. 

2) the GHG up/down welling, “trapping”/”back” radiating/delaying/intercepting, 100 % efficient, perpetual warming loop requires ""extra"" energy which according to RGHE theory it gets from 

3) the terrestrial surface radiating that ""extra"" energy as a near ideal .95 emissivity black body which

4) it cannot do because of the non-radiative heat transfer processes of the contiguous atmospheric molecules. 

1+2+3+4 = 0 Greenhouse Effect + 0 Greenhouse gas warming + 0 man caused climate change. 

All science backed up by experiment, the gold standard of classical science.
https://www.linkedin.com/posts/nicholas-schroeder-55934820_climatechange-greenhouse-co2-activity-6749812735246254080-bc6K",UC6YM_zNbkXJ_ZBhC3MyjmPw,0.0,UgxQYzaHEO_2ZFO0OVZ4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
18,UgyP_-YW2Al-Bf2uqO94AaABAg,1.0,3.0,2021-02-09T15:58:57Z,iibxmbleii,Newest First = Idiots,UCGRnfi1nDlNqUGfH62JrDbQ,0.0,UgyP_-YW2Al-Bf2uqO94AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
19,UgyP_-YW2Al-Bf2uqO94AaABAg,0.0,2.0,2021-02-20T00:11:18Z,BLITZN00DLE,"Sorting by newest first right now and I can confirm, there are some huge dumbasses here. Someone 5 days ago said global warming is caused by nuclear bombs because ""where did all that heat go"" or something",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,UgyP_-YW2Al-Bf2uqO94AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
20,UgzToI_dryanR0qEHn14AaABAg,0.0,0.0,2021-02-09T00:49:31Z,S4SA,"Man good content but why do you have to make so many shitty faces, I really hate looking at you lmao",UCBx9kE8rVa_-49xVyAQOJJg,0.0,UgzToI_dryanR0qEHn14AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
21,UgwqsOFljYUJJrU9X-l4AaABAg,1.0,3.0,2021-02-08T18:38:41Z,Pearls & Swine,"1. The term ""climate change deniers"" is simply a way to emotionally manipulate people into groupthink mentality. 
2. Science is not a consensus. Truth is not based on popular vote. It doesn't matter if everyone agrees, it doesn't make it more true. 
3. It look less than 9 seconds into your video to realize you have no idea how to talk to anyone outside your circle jerk.",UCIylgT2Y5Nm_1M8YA3no5tQ,0.0,UgwqsOFljYUJJrU9X-l4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
22,UgwqsOFljYUJJrU9X-l4AaABAg,0.0,2.0,2021-03-01T18:25:33Z,Luan Nguyen,lol and the label alarmists arent?,UChb1yp0GJQvK0T9Ih8Yx93Q,1.0,UgwqsOFljYUJJrU9X-l4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
23,UgyhGU2CuLRmKMKgjwJ4AaABAg,1.0,1.0,2021-02-06T03:50:54Z,Jason Berry,"I can't even seriously comment, that was rubbish
Brain washed much 🤭",UCunakrY7fNmZjqG4UyRMe2g,0.0,UgyhGU2CuLRmKMKgjwJ4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
24,UgyhGU2CuLRmKMKgjwJ4AaABAg,0.0,3.0,2021-02-25T14:53:06Z,The communist Owl,"Remember kids, if you can't comprehend what someone is saying call them brainwashed",UCkyTaQOtuavowyb2UrngOyw,1.0,UgyhGU2CuLRmKMKgjwJ4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
25,UgzsDKddv9Rr7D001IR4AaABAg,0.0,0.0,2021-02-04T11:43:30Z,Passion For everything,You can talk a little slow iam a indian and I just understand some,UCJhpPXFeonGEN-crfBY4HLA,0.0,UgzsDKddv9Rr7D001IR4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
26,UgwHHE62XWtYbxcSoRd4AaABAg,0.0,0.0,2021-02-04T11:41:36Z,Passion For everything,The next video can be about carbon capture technology iam 13 and I want to help about climate change I have some poems for it and I have posted a video about climate change,UCJhpPXFeonGEN-crfBY4HLA,0.0,UgwHHE62XWtYbxcSoRd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
27,Ugx50v91bePNg6HZQ-14AaABAg,0.0,0.0,2021-02-02T02:35:55Z,Dave Sauce,I still saw nothing in this video showing that humans are CAUSING global warming. They could be. But I see nothing proving that they are. Also the US does very little compared to China and the rest of the world as far as polluting.,UC8CyYKMsuyXPQe4c6Vx9LgA,0.0,Ugx50v91bePNg6HZQ-14AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
28,UgzVcdzu7si2P2dvWPp4AaABAg,0.0,2.0,2021-01-26T11:13:07Z,Andy Bray,Well run out of fossil fuel soon,UC9Ss7UKtMF6WQ1tCVT-PA7g,0.0,UgzVcdzu7si2P2dvWPp4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
29,UgyCRzwOxfSJeoxP3od4AaABAg,0.0,0.0,2021-01-25T17:12:56Z,motiv indian,"Firstly if you want an answer you shoul expand your consiousness by yourself or read bhagvatgita by krishna to increase your consiousness 

Disclaimer:the first path requires time and complete presence of your mind 

achieve a level of consiouness gain some confidence and start again remembee once started shoul be continued by your wish",UC27EYWgYH-KbIKVQ7cZx-Mw,0.0,UgyCRzwOxfSJeoxP3od4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
30,UgxE5cJq9B1K6-16RBl4AaABAg,0.0,0.0,2021-01-25T17:08:14Z,motiv indian,"you start with lik this ""Our ancient indian people respected every visible living organism we are now overexploiting the natural resources doesnt this make your brain uncalm and forget your spiritual consiouness and believing that you are yiur your body which will buriend within 100 years you should be grateful that you have taken human form which is rare",UC27EYWgYH-KbIKVQ7cZx-Mw,0.0,UgxE5cJq9B1K6-16RBl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
31,Ugx3ZYyha9HuT6yZDrd4AaABAg,13.0,0.0,2021-01-18T04:39:03Z,mike muschik,this guy is as fake as global warming and trust me the later is fake,UCJ8HQhcdwVoFU0veECoiqJQ,0.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
32,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-02-24T06:35:49Z,mike muschik,"@BLITZN00DLE all i ask is for proof that humans did this because a small volcano does more Co2  damage than all cars do over years  so imagine if we had more mount st Helens going off the whole humans did it thing is only so the liberals can distract the world while they set up NEW WORLD ORDER , THEY BEEN PUSHING IT FOR DECADES AND CLIMATE CHANGE AND COVID  ARE THEIR WAY IN,   ITS ALL A MAGICIAN,S TRICK THAT IF WE LET IT SLIDE PAST US  THE CLIMATE WONT BE AS SCARY AS ANOTHER  NAZI GERMANY,, BUT ON A GLOBAL LEVEL , imagine only one government for the whole world,, now imagine that you disagree with this Government  where are you going to hide ??  think of the FBI / KGB /GESTAPO / AND MANY MORE HUMAN HUNTERS now combine all of them that's what you will be hiding from if democrats / liberals / communist /and the rest of the hooligans",UCJ8HQhcdwVoFU0veECoiqJQ,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
33,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-02-24T06:14:11Z,mike muschik,where is the evidence that humans did this big lie,UCJ8HQhcdwVoFU0veECoiqJQ,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
34,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-02-20T12:45:05Z,BLITZN00DLE,"@mike muschik You're right, nobody that young would be that stupid yet",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
35,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-02-20T09:02:29Z,mike muschik,@BLITZN00DLE it would seem your mind is already set on  it  but please don't insinuate that 6 year old's are non believers that's just childish,UCJ8HQhcdwVoFU0veECoiqJQ,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
36,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-02-20T00:17:38Z,BLITZN00DLE,"@mike muschik You can say the evidence is all around me all you want, but will you ever prove it? for me, there's 20 degree fahrenheit temperatures and deep snow all around me, but I won't deny climate change because I'm older than 6 and already realized humans are just another species so nothing is human scale",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
37,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-02-02T20:31:03Z,I Arrived,"@mike muschik and how would you know? Are you 100 years old?




Oh and also, explain why the average global temperature has been rising?",UCny2bnuokYfA-Sw8-K-Cw7A,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
38,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-01-29T15:52:14Z,komrade doggo,@Soviet Elmo hello comrade,UCbDNC9BpoU3z9wOypRGyI9g,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
39,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-01-29T15:50:54Z,Soviet Elmo,@komrade doggo COMRADE. IT IS I SOVIET ELMO.,UCr0PqksSlMwpGbft9EaQVow,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
40,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-01-25T03:05:29Z,mike muschik,@komrade doggo its been that hot for 100 years,UCJ8HQhcdwVoFU0veECoiqJQ,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
41,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-01-23T17:36:02Z,komrade doggo,it was 40 it got warmer,UCbDNC9BpoU3z9wOypRGyI9g,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
42,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,1.0,2021-01-23T17:35:45Z,komrade doggo,@mike muschik i aint a liberal and ever visited egypt? this summer was a hot 45 degrees daily,UCbDNC9BpoU3z9wOypRGyI9g,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
43,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,0.0,2021-01-23T08:37:20Z,mike muschik,"@komrade doggo open your eyes the evidence is ALL round you  , only liberal scum cant see it",UCJ8HQhcdwVoFU0veECoiqJQ,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
44,Ugx3ZYyha9HuT6yZDrd4AaABAg,0.0,2.0,2021-01-22T15:41:40Z,komrade doggo,lol evidence,UCbDNC9BpoU3z9wOypRGyI9g,1.0,Ugx3ZYyha9HuT6yZDrd4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
45,UgzpE2NiHmOKt4WY_Xl4AaABAg,1.0,1.0,2021-01-18T04:37:38Z,mike muschik,science says global warming is going to happen whether we do something or not because its not man made problem,UCJ8HQhcdwVoFU0veECoiqJQ,0.0,UgzpE2NiHmOKt4WY_Xl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
46,UgzpE2NiHmOKt4WY_Xl4AaABAg,0.0,0.0,2021-02-20T00:18:21Z,BLITZN00DLE,"You're not wrong but we're the ones pumping most of the CO2 into the atmosphere, nature isn't doing shit next to us",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,UgzpE2NiHmOKt4WY_Xl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
47,Ugxrf41zcCv1eHa38up4AaABAg,0.0,0.0,2021-01-18T04:35:19Z,mike muschik,lies,UCJ8HQhcdwVoFU0veECoiqJQ,0.0,Ugxrf41zcCv1eHa38up4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
48,UgxBZeMFxhxDL6Cb-Gl4AaABAg,0.0,0.0,2021-01-12T19:43:48Z,Dorota,I think that Greg and Mitch should have a debate with Ray Comfort,UCIG0ac6gTk4ZY6J2QPCoKrA,0.0,UgxBZeMFxhxDL6Cb-Gl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
49,UgxeTiK3sdtqsDNpCeN4AaABAg,0.0,0.0,2021-01-11T11:03:08Z,Matthew Carr,Didn’t Nixon create OSHA as well?,UCGbbMKzD2oB72zbXOq-SFbQ,0.0,UgxeTiK3sdtqsDNpCeN4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
50,Ugw94r9jETz4w_C3l894AaABAg,1.0,1.0,2021-01-06T12:05:22Z,Grip Pipe Thin,"What puzzles me is why the alarmists can’t put together a convincing argument after 50 years of investigation and huge grants, whereas the sceptics, who get no grants, can and easily do.  Shouldn’t it be the other way around?",UCCEtwBVKqpek1G30TFXv3bQ,0.0,Ugw94r9jETz4w_C3l894AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
51,Ugw94r9jETz4w_C3l894AaABAg,0.0,1.0,2021-02-25T14:55:23Z,The communist Owl,"It is, idiots just call everything they don't like fake news",UCkyTaQOtuavowyb2UrngOyw,1.0,Ugw94r9jETz4w_C3l894AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
52,UgyMPWdgmiGlgCm9EA94AaABAg,1.0,0.0,2021-01-06T10:29:33Z,Georg Meier,"Here's some scientific consensus for you: =)
Also, I think the whole topic is a little more complicated than you present it
https://www.heartland.org/news-opinion/news/climate-skeptics-are-more-eco-friendly-than-climate-worriers-study-finds",UCey59WkXeBdY6-Cx2OJ9LqQ,0.0,UgyMPWdgmiGlgCm9EA94AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
53,UgyMPWdgmiGlgCm9EA94AaABAg,0.0,1.0,2021-02-06T17:23:13Z,In science We trust,"The study was done using Mechanical Turk, where the users may simply be clicking through the survey rapidly without giving it much attention. Second it is self reported so there are a host of problems that might creep in. On to my own read. Their three groups skeptics, cautiously worried, and highly concerned are not defined in the obvious way by an answer to a particular set of questions. Instead the groups are defied by how there beliefs changed over the course of the study, but no reason for change (other then seasons) is suggested. This opens a number of possibilities for the groupings: perhaps people who click through randomly, for example are classed together.  The structure of the test is ver poorly motivated as a change in belief over time this question they seem to be answering doesn’t obviously require repeated studies. This tells me they were probably looking at a different question when the study started. This is typical of PhD projects ( I think this is the lead authors dissertion) where the research doesn’t show anything else that is interesting. But such data minding opens a host of other possibilities much most notably comparison problems.",UCnwlR7iOFuPlCBduteepHVw,1.0,UgyMPWdgmiGlgCm9EA94AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
54,UgzkJ2zTzFQA2SD05yp4AaABAg,0.0,0.0,2021-01-04T06:48:40Z,Milani Gaddini,"Since nobody’s talking about it I will...

HE FELL INTO THE MANDELA EFFECT!!
1:10 
It’s BerenstAIN bear’s",UCffexcTsGFdiCDIvr9FYzJA,0.0,UgzkJ2zTzFQA2SD05yp4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
55,UgyJkJkhe9G_lMZpX2V4AaABAg,0.0,0.0,2021-01-02T21:32:51Z,Wingate at Ulster,This fool is exactly why people don't believe in climate change.,UCo4-pGqGd4iVQ5gT-lAApBw,0.0,UgyJkJkhe9G_lMZpX2V4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
56,Ugy7Mx7Gvvm4tgCfwDR4AaABAg,0.0,1.0,2021-01-01T09:41:10Z,Auer Roland,"Omg, how did so many ppl dislike this? There are that many dumb humans?",UCe1o4uc4GcgbVSGV_In16Ag,0.0,Ugy7Mx7Gvvm4tgCfwDR4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
57,UgwiKJbIaGblpR1rS3J4AaABAg,0.0,0.0,2021-01-01T09:36:01Z,Auer Roland,This video is actually very usefull.,UCe1o4uc4GcgbVSGV_In16Ag,0.0,UgwiKJbIaGblpR1rS3J4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
58,UgzeQyQM88PYtyBAanB4AaABAg,0.0,0.0,2020-12-29T04:39:39Z,Thats not funny,"Politics has been the most effective distraction tactics or aid to climate change denial and ignorance in North America.
This is what's really dividng America and obliterating the society.",UCYAcAkWb11ASuPa4u5h7tow,0.0,UgzeQyQM88PYtyBAanB4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
59,Ugy7JKPCcYguldGrbCx4AaABAg,0.0,1.0,2020-12-23T03:13:43Z,james kim,"thank you for this, a failed debate today brought me here haha",UCrffPK53bNEvVstAC-_RhEA,0.0,Ugy7JKPCcYguldGrbCx4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
60,Ugw6HEhcOe7R8v9XyJl4AaABAg,1.0,1.0,2020-12-21T16:04:32Z,Nicola Salvatore,hi i love science,UCppTYKa0lRbM40oJB7gr-Aw,0.0,Ugw6HEhcOe7R8v9XyJl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
61,Ugw6HEhcOe7R8v9XyJl4AaABAg,0.0,0.0,2020-12-21T16:04:56Z,Nicola Salvatore,so good,UCppTYKa0lRbM40oJB7gr-Aw,1.0,Ugw6HEhcOe7R8v9XyJl4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
62,UgyCMmroztQpw3K6PJJ4AaABAg,1.0,0.0,2020-12-21T00:40:38Z,kinjay 21,From the population bomb to the inconvenient Truth what prediction have these climate alarmists made that has come true? Not one of them and you call people like me the science deniers. Maybe you should take a long look in the mirror,UCMIdzkhqVt-s23P1l6lEbQg,0.0,UgyCMmroztQpw3K6PJJ4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
63,UgyCMmroztQpw3K6PJJ4AaABAg,0.0,0.0,2021-02-20T00:21:11Z,BLITZN00DLE,"I mean ""heat waves will get worse"" and ""storms will get worse"" are both near predictions and they've already become true.",UCReAQBNh-kzM4Q2w1wSqPlw,1.0,UgyCMmroztQpw3K6PJJ4AaABAg,9M29ns1rUSE,2019-11-13T17:00:03Z,climate crisis
