position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
40	UCpVm7bg6pXKo1Pr6k5kxG9A	National Geographic	3vijLre760w	2019-03-29T12:00:01Z	2019-03-29 12:00:01	Rainforests 101 | National Geographic	Rainforests are home to over half of the world's plant and animal species. Learn about tropical and temperate rainforests, how they contribute to the global ecosystem, and the conservation efforts being done to protect these biomes. ➡ Subscribe: http://bit.ly/NatGeoSubscribe #NationalGeographic #Rainforests #Educational About National Geographic: National Geographic is the world's premium destination for science, exploration, and adventure. Through their world-class scientists, photographers, journalists, and filmmakers, Nat Geo gets you closer to the stories that matter and past the edge of what's possible. Get More National Geographic: Official Site: http://bit.ly/NatGeoOfficialSite Facebook: http://bit.ly/FBNatGeo Twitter: http://bit.ly/NatGeoTwitter Instagram: http://bit.ly/NatGeoInsta Read more about Rainforests here: https://on.natgeo.com/2Q8cGo7 Rainforests 101 | National Geographic https://youtu.be/3vijLre760w National Geographic https://www.youtube.com/natgeo	national geographic,nat geo,natgeo,animals,wildlife,science,explore,discover,survival,nature,documentary,rainforest,tropical,temperate,rain,forest,biomes,Learn about tropical,tropical and temperate,temperate rainforests,global ecosystem,ecosystem,protect these biomes,plant and animal species,animal species,plant and animal,PLivjPDlt6ApRfQqtRw7JkGCLvezGeMBB2,PLivjPDlt6ApRiBHpsyXWG22G8RPNZ6jlb,PLivjPDlt6ApS5FeUq8c-I7WWPVx3W0blc,PLivjPDlt6ApRpidjp1zjROOCKru-89Q1_,Environment	27	Education	PT3M41S	221	2d	hd	true	https://i.ytimg.com/vi/3vijLre760w/maxresdefault.jpg	1	906156	8442	391	0	488
41	UCvgcuMHIa0STHmqvA4yaRuQ	RE•WORK	yyR-IE82cNw	2020-03-05T11:29:17Z	2020-03-05 11:29:17	How AI Can Reverse Climate Change & Protect Wildlife - Topher White, Rainforest Connection	Topher’s background is primarily in Physics, software development and Communication, having received a degree in Physics at Kenyon College and going on to work for years at SLAC Natl Accelerator Lab (High Energy Physics) and the ITER Organization (Nuclear Fusion) in France. Along the way, he also served as CTO for two startups in San Francisco, where he obtained industry-level experience in software development — the foundation of the Rainforest Connection platform. Rainforest Connection (RFCx) is an innovative nonprofit startup at the forefront of conservation technology committed to applying the most effective and timely technology to protect our planet’s precious, ancient forests and wildlife from illegal logging and poaching. RFCx listens to the rainforest remotely, using commonplace mobile tech and existing telecommunications infrastructure, and transforms these audio streams into a profound and automatic understanding of the forest soundscape, rooting out any threats using AI/ML models. RFCx partners with local NGOs and indigenous tribes to deter incursions through real-time threat detection and provides forensic evidence to enable governments to take action to prevent further incursions. They make this data available to academic researchers and government agencies to assist the fields of field ecology and conservation. RFCx is able to cheaply and effectively protect rainforests around the world, with current projects in 11 countries on 5 continents monitoring over 3,000 sq km of rainforest. Conserving rainforests is one of the cheapest and fastest ways to slow climate change today. One acoustic monitoring device, protecting 3 sq km of forest, equates to 15k tons of CO2 sequestered or taking 3,000 cars off the road. RFCx will have expanded into 5 new regions by Spring of 2020. As they work toward a future of plug and play acoustic monitoring devices, they will be able to protect vast expanses of threatened ecosystems even more cheaply. This is needed as soon as possible, as the past solutions of on-ground patrols, camera traps, and satellite imagery are relatively ineffective to protect these large, dense reserves.	RE•WORK,re-work,AI talks,Topher White,Topher Rainforest Connections,Rainforest Connections,AI for Good,Deep Learning for Good,Ethics in AI,AI for sustainability,AI Video,AI Interview,AI Pioneer Interview,Artificial Intelligence,AI for Climate Change,Machine Learning for Climate Change,Deep Learning for Climate Change,Can Ai reverse Climate change,Can AI Save the Planet	28	Science & Technology	PT13M3S	783	2d	hd	false	https://i.ytimg.com/vi/yyR-IE82cNw/maxresdefault.jpg	1	234	7	0	0	1
42	UCgAUxI9QS0d7Ny9-s1b9POg	Jeremy Cummings	4CU76I4Jt-Y	2018-06-04T15:55:38Z	2018-06-04 15:55:38	Rain Rain Go Away - How Climate Change is Killing the Amazon Rainforest	Assignment for BIO 491-001	amazon,rainforest,biology,conservation,rain,wildlife,global warming,climate change	22	People & Blogs	PT4M25S	265	2d	hd	false	https://i.ytimg.com/vi/4CU76I4Jt-Y/maxresdefault.jpg		60	0	0	0	0
43	UCZvXaNYIcapCEcaJe_2cP7A	California Academy of Sciences	LHPuo0rwM1w	2016-07-14T20:39:34Z	2016-07-14 20:39:34	Exploring Ecosystems: Tropical Rainforest Diversity | California Academy of Sciences	Trek through a tropical rainforest and explore the incredible diversity of species that call it home. Come explore the vast interactive network of plants, animal, and insects in tropical rainforests. Fueled by sunlight and rain, rainforests are some of the most diverse energy-rich ecosystems on the planet. In addition to showcasing live footage from a unique ecosystem, each of the three videos in the Exploring Ecosystems series features an opportunity for students to actively participate in a problem-solving scenario based on an ongoing research project of an Academy scientist like Michelle Trautwein. As you watch the video, be prepared to pause at key points to participate fully! Explore arthropods, insects like Leafcutter ants (Atta colombica or Atta cephalotes) or katydids (Tettigoniidae), and amphibians like the Poison Dart Frog (Dendrobatidae). The Tropical Rainforest Diversity video investigates the following questions: How does the biodiversity within an ecosystem influence the stability of that ecosystem? How can we make rainforests more resilient to change and human-induced disruptions like deforestation and climate change? What are the four main layers of the rainforest, and how are the conditions within each allowing certain species to thrive? Check for Understanding Which of the three hypothetical rainforest communities was most diverse, and why is that important? Connect your answer to the ideas of species richness and species abundance, being sure to differentiate the two. Key Scientific Terms abiotic: non-living biodiversity: the variety of life on Earth or some other specified geographic region of the planet; the diversity of life occurs at the genetic level, at the species level, at the ecosystem level, and in evolutionary lineages ecosystem: the community of different species in a particular geographic area and all of their interactions with each other and the physical environment; ecosystems are also called ecological networks photosynthesis: the process of capturing the energy in sunlight to create energy-rich organic molecules from inorganic molecules; organisms that photosynthesize are called photosynthesizers species: a distinct type of organism species richness: the number of different species in a given geographic area Connections to High School Standards AP Biology (1) Justify the selection of mathematical routines to solve problems. (2) Apply mathematical routines to quantities that describe natural phenomena. Essential knowledge 4.C.4: The diversity of species within an ecosystem may influence the stability of the ecosystem. Next Generation Science Standards DCI: LS2.C: Ecosystem Dynamics, Functioning, and Resilience Crosscutting Concepts: Patterns; Stability and Change Science and Engineering Practices: Using Mathematics and Computational Thinking Related Reading Weighing the Rainforest https://www.calacademy.org/explore-science/weighing-the-rainforest Can you weigh a rainforest? Scientists at the Woods Hole Research Center tell us how they estimate the biomass of rainforests from space in an effort to preserve them. Toucans in the Forest Ecosystem http://www.calacademy.org/explore-science/toucans-in-the-forest-ecosystem From the smallest microbe to the fiercest predator to the tallest tree, each species contributes to making its community healthy. Learn how every organism plays a part in ecosystems. More from the Exploring Ecosystems Series In this video series, students participate in problem-solving exercises as they explore how species interact with one another and their environment. While the rainforest video covered biodiversity, the below tutorials discuss coastal food web and mutualistic relationships, respectively. Exploring Ecosystems: Coastal Food Web https://youtu.be/LVJ5BKcAhAg Enter a kelp forest and explore the various threads that connect species together in food webs. Exploring Ecosystems: Coral Reef Symbiosis https://youtu.be/-EUUEPinEcQ Dive beneath the ocean waves and explore the unique and diverse relationships found on a coral reef. - - - The California Academy of Sciences is the only place in the world with an aquarium, planetarium, natural history museum, and four-story rainforest all under one roof. Visit us online to learn more and to get tickets: http://www.calacademy.org. Connect with us! • Like us on Facebook: http://bit.ly/CASonFB • Follow us on Twitter: http://bit.ly/CASonTwitter • Add us on Google+: http://bit.ly/CASonGoogle	science,California Academy of Sciences,Golden Gate Park,San Francisco,museums,aquarium,planetarium,natural history,rainforest,species richness,species evenness,species diversity,layers of the rainforest,abundance,ecosystems,rainforest diversity,AP Biology,Khan Academy,arthropods,insects,Michelle Trautwein,forests,Peru,rainforest animals,plants,animals,sustainability,biodiversity,leafcutter ants,leaf-cutter ants,posion dart frog,leaf cutter ants,katydid	27	Education	PT4M4S	244	2d	hd	true	https://i.ytimg.com/vi/LHPuo0rwM1w/maxresdefault.jpg		88599	460	53	0	37
44	UC7c8mE90qCtu11z47U0KErg	nature video	B3keZgpX4wU	2009-11-04T17:41:28Z	2009-11-04 17:41:28	Climate change: Madagascar - by Nature Video	Anjali Nayar visited a pioneering project in Madagascar that's aiming to protect one of the country's few remaining forests. It's hoped that projects like this will help curb global warming. But first, these projects must overcome the poverty and political upheaval common to most developing countries. Read Anjali's full report here: http://go.nature.com/OpKZzR	climate change,Madagascar,Copenhagen,deforestation,forest,carbon,carbon trading,lemur,logging	28	Science & Technology	PT4M14S	254	2d	sd	true		1	45698	61	6	0	10
45	UCmXB98lpzelFrlryV2llXUQ	Oxford Martin School	ZRzLnLyafAo	2013-08-13T18:46:14Z	2013-08-13 18:46:14	Oxford Impacts - Rainforest biodiversity	"Tropical rainforests currently remove around 15% of human CO2 emissions annually....but if you warm the Amazon it actually stops helping us and becomes a potential accelerator of climate change." Professor Yadvinder Mahli Oxford Martin School, University of Oxford www.oxfordmartin.ox.ac.uk	oxfordmartin,biodiversity	27	Education	PT3M49S	229	2d	sd	true			2100	14	1	0	2
46	UCpVm7bg6pXKo1Pr6k5kxG9A	National Geographic	aDoanNM7O_s	2020-05-22T11:59:53Z	2020-05-22 11:59:53	The Lost Forest | Nobel Peace Prize Shorts	An international team of scientists and explorers, lead by Dr Julian Bayliss, go on an extraordinary mission in Mozambique to reach a forest that no human has set foot in. The team, including some of the world’s foremost climate change experts, aims to collect data from the forest to help in our understanding of how climate change is affecting our planet. But the forest sits atop a mountain, and to reach it, the team must first climb a sheer 100m wall of rock. The scientists’ work is based on research conducted by the Intergovernmental Panel on Climate Change, recipients of the Nobel Peace Prize in 2007. ➡ Subscribe: http://bit.ly/NatGeoSubscribe About National Geographic: National Geographic is the world's premium destination for science, exploration, and adventure. Through their world-class scientists, photographers, journalists, and filmmakers, Nat Geo gets you closer to the stories that matter and past the edge of what's possible. Get More National Geographic: Official Site: http://bit.ly/NatGeoOfficialSite Facebook: http://bit.ly/FBNatGeo Twitter: http://bit.ly/NatGeoTwitter Instagram: http://bit.ly/NatGeoInsta The Lost Forest | Nobel Peace Prize Shorts https://youtu.be/aDoanNM7O_s National Geographic https://www.youtube.com/natgeo	national geographic,nat geo,natgeo,animals,wildlife,science,explore,discover,survival,nature,documentary,Lost Forest,The Lost Forest,The Lost Forest Grain Media Shorts,The Lost Forest: Grain Media Shorts,The Lost Forest short film,Grain Media Shorts short film,Grain Media Shorts,PLivjPDlt6ApRfQqtRw7JkGCLvezGeMBB2,PLivjPDlt6ApRiBHpsyXWG22G8RPNZ6jlb,PLivjPDlt6ApS5FeUq8c-I7WWPVx3W0blc	24	Entertainment	PT21M55S	1315	2d	hd	false	https://i.ytimg.com/vi/aDoanNM7O_s/maxresdefault.jpg	1	1217717	25734	963	0	1572
47	UCP4l7mxPOcXGryhU0rca0Hg	Jacob Tanenbaum	7lxmj8YBe9c	2015-09-05T00:13:27Z	2015-09-05 00:13:27	Biomes and Climate Change Project: The Rainforest	Mr. Tanenbaum travels to different biomes to learn about how they work and how climate change may effect them in the future. Come along.		27	Education	PT4M15S	255	2d	hd	true	https://i.ytimg.com/vi/7lxmj8YBe9c/maxresdefault.jpg		1506	5	0	0	
48	UCYt058zJa12j7NJdjLaf0tA	GIScience TV Master Unipd	6pLzen_j4Qo	2019-08-29T11:21:03Z	2019-08-29 11:21:03	Human rights, biodiversity and climate change of the Amazon Rainforest	Il gruppo di ricerca "Cambiamenti climatici, territorio e diversità" del Dipartimento di Ingegneria Civile, Edile e Ambientale presenta la sessione "Human rights, biodiversity and Climate Change: the GIScience of unburnable carbon and the "Yasunization" of the AmazonRainforest" all'Annual International Conference 2019 della Royal Geographical Society (with IBG) Sono intervenuti: - Mapping socio-environmental impacts and unburnable carbon areas in Amazon Rainforest | Massimo De Marchi (University of Padua - Italy); - Hands off Ecuador Homo Reis - Diversity, Unburnable Carbon and Peoples of the Amazon Rainforest | James Furze (University of Technology - Iraq); - GIScience, drones, smartphones and community-based environmental monitoring in the Ecuadorian and Peruvian Amazon: instruments in the struggle for environmental justice | Lorenzo Pellegrini (International Institute of Social Studies, The Netherlands) - Mapping unleakable carbon from the top and from below: towards an integrated GIS-based monitoring system of gas flaring activities in and around the Yasunì Biosphere Reserve | Salvatore Pappalardo (University of Padua - Italy)	Amazon Rainforest,Amazon,rainforest,fossil fuel,climate change,climate justice,biodiversity amazon rainforest,Amazzonia,Foresta amazzonica,unburnable carbon amazon rainforest,drones Amazon rainforest,environmental justice Amazon rainforest,GIS-based monitoring system,gas flaring Amazon rainforest,royal geographical society 2019	28	Science & Technology	PT1H18M19S	1099	2d	hd	false	https://i.ytimg.com/vi/6pLzen_j4Qo/maxresdefault.jpg		47	0	0	0	0
49	UC56kSxxtXdQbyX548FXzDQA	rainforestsproject	PR8lKSNflkc	2009-06-05T09:14:19Z	2009-06-05 09:14:19	Justin King discusses rainforests and climate change for The Princes Rainforest Project	Justin King discusses rainforests and climate change and calls for people and businesses to sign up to the Prince's Rainforests Project RainforestSOS campaign. For more information and to sign up, visit http://www.rainforestSOS.org	business,rainforest,rainforests,project,prince,HRH,corporate,environment,deforestation,climate,change,Justin,King,Frog,Prince,Charles,RainforestSOS,Amazon,SOS,Climate,Green,Social,Media,Campaign,Celebrity,Celebrities,Royal,Family,Rainforests,Twitter,Facebook,Deforestation,Leaders,frog film,green frog,frog video,funny frog,cgi,climate change,Sainsbury	29	Nonprofits & Activism	PT3M35S	215	2d	sd	false			1017	4	1	0	0
50	UC-7fXmANhBjD-5TgTeu-F0w	Kathya Alfaro	Ptew23-r0n8	2017-07-06T11:05:54Z	2017-07-06 11:05:54	TATE 2017- The Amazon rainforest and its impact on climate change			22	People & Blogs	PT5M24S	324	2d	sd	false			65	1	0	0	0
51	UCW39zufHfsuGgpLviKh297Q	DW Documentary	K9MaGf-Su9I	2019-07-31T18:00:00Z	2019-07-31 18:00:00	Climate change: Europe's melting glaciers | DW Documentary	It is far too late to save the Alpine glaciers. And now, the dangers caused by tons of melting ice are rising sharply. Every year, climate change is destroying two of the currently 70 square kilometers of glaciers left in the Alps. The permafrost in the Alps is thawing, and transforming what used to be sturdy slopes into loose screes. In addition, climate change is leading to significantly more extreme weather conditions every year, while heavy rainfall causes serious erosion. The result: avalanches and landslides like those in Bondo, Switzerland, or Valsertal in Austria. In Switzerland, residential areas are shrinking as people are forced to leave their homes forever. The disappearance of glaciers as water reservoirs is already posing a major problem. Farmers in Engadine, who have been using meltwater for irrigation for centuries, are already facing water shortages. Last summer, they had to rely on helicopters to transport water to their herds in the Grison Alps. Above all, alpine villages depend on winter tourism to survive. Yet experts are forecasting that by mid-century, there will only be enough natural snow left to ski above 2,000 meters, which will spell out the end for about 70 percent of the ski resorts in the Eastern Alps. But instead of developing alternatives, lots of money is still being invested in ski tourism. Snow cannon are used to defy climate change, and artificial snow systems are under construction at ever higher altitudes. As usual, it’s the environment that is set to lose as the unique alpine landscape is further destroyed by soil compaction and erosion. Some municipalities are now working on new models of alpine tourism for the future. As global temperatures continue to rise, the cooler mountain regions will become increasingly attractive for tourists, especially in the summer. -------------------------------------------------------------------- DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary. Subscribe to DW Documentary: https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1# Our other YouTube channels: DW Documental (in spanish): https://www.youtube.com/dwdocumental DW Documentary وثائقية دي دبليو: (in arabic): https://www.youtube.com/dwdocarabia For more documentaries visit also: http://www.dw.com/en/tv/docfilm/s-3610 Instagram https://www.instagram.com/dwdocumentary/ Facebook: https://www.facebook.com/dw.stories DW netiquette policy: https://p.dw.com/p/MF1G	Documentary,Documentaries,documentaries,DW documentary,DW documentary 2019,full documentary,documentary 2019,DW,beyond the news,Alps,climate change,glaciers,permafrost,climate change documentary,climate change documentary 2019,glacier documentary,Switzerland,tourism	27	Education	PT42M31S	2551	2d	hd	true	https://i.ytimg.com/vi/K9MaGf-Su9I/maxresdefault.jpg	1	298784	2605	291	0	787
52	UC56kSxxtXdQbyX548FXzDQA	rainforestsproject	gfi56wU9RqM	2009-06-05T09:48:32Z	2009-06-05 09:48:32	Richard Branson discusses rainforests and climate change for The Princes Rainforest Project	Richard Branson discusses rainforests and climate change and calls for people and businesses to sign up to the Prince's Rainforests Project RainforestSOS campaign. For more information and to sign up, visit http://www.rainforestSOS.org	business,rainforest,rainforests,project,prince,HRH,corporate,environment,deforestation,climate,change,richard,branson,Frog,Prince,Charles,RainforestSOS,Amazon,SOS,Climate,Green,Social,Media,Campaign,Celebrity,Celebrities,Royal,Family,Rainforests,Twitter,Facebook,Deforestation,Leaders,frog film,green frog,frog video,funny frog,cgi,climate change,Virgin	29	Nonprofits & Activism	PT2M53S	173	2d	sd	false			2132	10	0	0	3
53	UC9f78Z5hgtDt0n8JWyfBk8Q	Quartz	Tjr6z1GMDqc	2017-11-22T12:00:03Z	2017-11-22 12:00:03	Future of Food: Farming in the age of climate change	As climate change worsens and the global population rises, we risk food shortages worldwide. Are organic farming and hydroponics the key to farming's future? SUBSCRIBE: https://goo.gl/kdDpXu Unpredictable weather patterns are forcing farmers to adopt new methods to maintain a viable business while making food production as efficient as possible. A small farm in south Dakota has turned to organic farming and invested in their dirt while others have taken climate out of the equation and invested in hydroponics, growing vegetables in large warehouses. In the last of our What Happens Next, we explore the future of food through farming. FOLLOW QUARTZ: Facebook: https://goo.gl/DsmLvx Twitter: https://goo.gl/rY7pSX Check out the rest of our videos: https://goo.gl/A8gZvx Quartz is a digitally native news outlet dedicated to telling stories at the intersection of the important and the interesting. Visit us at https://qz.com/ to read more.	industrial farming,hydroponics,hydroponic,farming,agribusiness,agriculture,farms,farmers,food,food supply,food production,food waste,organic,climate change,organic farming,civilization,extreme weather,climate,weather,what happens next,future,future of food,industrialized farming,economics,Lisa Palmer,hot hungry planet,technology,crops,soil,Don Glickman,Quartz,industrial revolution,industry	28	Science & Technology	PT7M38S	458	2d	hd	true	https://i.ytimg.com/vi/Tjr6z1GMDqc/maxresdefault.jpg	1	399978	10006	263	0	417
54	UCCj956IF62FbT7Gouszaj9w	BBC	2PRJL07-WK0	2020-04-19T20:35:01Z	2020-04-19 20:35:01	David Attenborough: 'This is the last chance' to address climate change | BBC	Subscribe and 🔔 to OFFICIAL BBC YouTube 👉 https://bit.ly/2IXqEIn Stream original BBC programmes FIRST on BBC iPlayer 👉 https://bbc.in/2J18jYJ David Attenborough has been looking back on his life, and coming up with some possibe ways to deal with the immense challenges that face the planet with climate change. In a film to be released in cinemas and Netflix later this year he warns that “human beings have overrun the world”. In David Attenborough: A Life on Our Planet, the 93-year-old broadcaster says, “This film is my witness statement and my vision for the future – the story of how we came to make this our greatest mistake and how if we act now, we can yet put it right.” In this interview with Andrew Marr he calls for an end to waste. #BBC #BBCiPlayer #BBCNews #Coronavirus #DavidAttenborough #climatechange All our TV channels and S4C are available to watch live through BBC iPlayer, although some programmes may not be available to stream online due to rights. If you would like to read more on what types of programmes are available to watch live, check the 'Are all programmes that are broadcast available on BBC iPlayer?' FAQ 👉 https://bbc.in/2m8ks6v.	British TV,British TV Shows,Watch UK TV Online,Watch British TV Online,coronavirus uk,corona,coronavirus lockdown,coronavirus uk news,david attenborough a life on our planet,david attenborough netflix,david attenborough climate change,UN’s COP26 climate change conference,Paris Agreement	25	News & Politics	PT8M53S	533	2d	hd	false	https://i.ytimg.com/vi/2PRJL07-WK0/maxresdefault.jpg		176260	4044	256	0	1010
55	UCW39zufHfsuGgpLviKh297Q	DW Documentary	iLGgILUqbcc	2020-01-07T19:00:09Z	2020-01-07 19:00:09	Climate change in the Antarctic | DW Documentary	Few places on Earth are as remote as the German research facility Neumayer Station III. The scientists who work at this outpost in Antarctica are studying the effects of climate change -- under extreme conditions. Journalist Matthias Ebert traveled to the station to find out more about their research. The scientists are particularly concerned about the speed at which Antarctic ice is melting - and its impact on global sea levels. The researchers have also been studying a large colony of emperor penguins that lives near their facility -- to find out more about how these birds are adapting to climate change. Ebert reports on the daily lives of the scientists who work at the Neumayer Station, and how they cope with the extreme weather conditions, isolation, and cramped quarters. They've even managed to grow some of their own food in a greenhouse at the facility. Ebert documents the damaging effect that global warming is having on the Antarctic, and the risk that this poses for the rest of the world. -------------------------------------------------------------------- DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary. Subscribe to: DW Documentary: https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1# DW Documental (Spanish): https://www.youtube.com/dwdocumental DW Documentary وثائقية دي دبليو: (Arabic): https://www.youtube.com/dwdocarabia For more visit: http://www.dw.com/en/tv/docfilm/s-3610 Instagram: https://www.instagram.com/dwdocumentary/ Facebook: https://www.facebook.com/dw.stories DW netiquette policy: https://p.dw.com/p/MF1G	Documentary,Documentaries,documentaries,DW documentary,DW documentary 2019,full documentary,documentary 2019,DW,polar station,climate change,Neumayer Station,penguin,penguins,climate,Antarctic,ice,melting ice,research,science,biodiversity,rising sea levels,extreme weather,global sea levels,climate crisis,earth day	27	Education	PT28M27S	1707	2d	hd	false		1	100794	1375	242	0	444
56	UCAuUUnT6oDeKwE6v1NGQxug	TED	vpTHi7O66pI	2013-03-04T19:55:39Z	2013-03-04 19:55:39	How to green the world's deserts and reverse climate change | Allan Savory	NOTE: Statements in this talk have been challenged by other scientists working in this field. Read more here: https://blog.ted.com/allan-savorys-how-to-fight-desertification-and-reverse-climate-change-criticisms-updates/ "Desertification is a fancy word for land that is turning to desert," begins Allan Savory in this quietly powerful talk. And terrifyingly, it's happening to about two-thirds of the world's grasslands, accelerating climate change and causing traditional grazing societies to descend into social chaos. Savory has devoted his life to stopping it. He now believes -- and his work so far shows -- that a surprising factor can protect grasslands and even reclaim degraded land that was once desert. TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and much more. Find closed captions and translated subtitles in many languages at http://www.ted.com/translate Follow TED news on Twitter: http://www.twitter.com/tednews Like TED on Facebook: https://www.facebook.com/TED Subscribe to our channel: http://www.youtube.com/user/TEDtalksDirector	TEDTalk,TEDTalks,TED Talk,TED Talks,agriculture,climate change,green	28	Science & Technology	PT22M20S	1340	2d	hd	true	https://i.ytimg.com/vi/vpTHi7O66pI/maxresdefault.jpg	1	4419952	122662	4650	0	15312
57	UCTOoRgpHTjAQPk6Ak70u-pA	CNN 10	PKiWIQe6xnQ	2020-08-11T16:00:11Z	2020-08-11 16:00:11	How To Build An Indoor Rainforest	From pit to paradise, the UK's Eden Project is making a name for itself by creating rainforests in cities across the world.	cnn 10,cnn10,cnn student news,cnnstudentnews,carl azuz,puns,news,news in 10,channel one news,channelonenews,fridaysareawesome,fridays are awesome,jdkj	27	Education	PT3M22S	202	2d	hd	false	https://i.ytimg.com/vi/PKiWIQe6xnQ/maxresdefault.jpg	1	5072	138	7	0	18
58	UCzWQYUVCpZqtN93H8RR44Qw	Seeker	9iJZCXcmsfw	2017-03-14T17:30:00Z	2017-03-14 17:30:00	What Ever Happened To Saving The Rainforest?	The efforts to save the Amazon rainforest actually did save it. However, new threats have arisen to combat conservation efforts. Ocean Volcanoes May Hold Clues To Alien Life - https://youtu.be/c9m78HV7Dn0 Sign Up For The Seeker Newsletter Here - http://bit.ly/1UO1PxI Read More: How Brazil Has Dramatically Reduced Tropical Deforestation https://www.thesolutionsjournal.com/article/how-brazil-has-dramatically-reduced-tropical-deforestation/ “Over the past nine years, the rate of deforestation in the Brazilian Amazon has dropped by 70 percent. This success has been achieved despite high beef and soy prices, which in previous years had pushed deforestation upward, and during a time that Brazil had rapid economic growth and made important progress in reducing poverty, hunger, and inequality. Brazil’s reduction in emissions from deforestation is the largest contribution so far by any country—rich or poor—to reducing global warming pollution.” Deforestation: Facts, Causes & Effects http://www.livescience.com/27692-deforestation.html “Deforestation is the permanent destruction of forests in order to make the land available for other uses. An estimated 18 million acres (7.3 million hectares) of forest, which is roughly the size of the country of Panama, are lost each year, according to the United Nations' Food and Agriculture Organization (FAO).” Tropical Deforestation Affects Rainfall in the U.S. and Around the Globe https://www.nasa.gov/centers/goddard/news/topstory/2005/deforest_rainfall.html “Today, scientists estimate that between one-third and one-half of our planet's land surfaces have been transformed by human development. Now, a new study is offering insight into the long-term impacts of these changes, particularly the effects of large-scale deforestation in tropical regions on the global climate.” ____________________ Seeker inspires us to see the world through the lens of science and evokes a sense of curiosity, optimism and adventure. Watch More Seeker on our website http://www.seeker.com/shows/ Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel Seeker on Twitter http://twitter.com/seeker Trace Dominguez on Twitter https://twitter.com/tracedominguez Seeker on Facebook https://www.facebook.com/SeekerMedia/ Seeker on Google+ https://plus.google.com/u/0/+dnews Seeker http://www.seeker.com/ Sign Up For The Seeker Newsletter Here: http://bit.ly/1UO1PxI Special thanks to Matthew Morales for hosting this episode of Seeker! Check Matt out on Twitter: https://twitter.com/realmattmorales Written by: Andra Cernavskis	Conservation,efforts,save,conserve,cut down,trees,animals,species,Brazil,Brazilian government,government efforts,save the rainforest,save the Amazon,cows,farm,agribusiness,agriculture,farmland,soybean,production,development,climate change,global warming,environmental crisis,Seeker,seeker daily,seeker stories,current events,science,dnews,education,educational,discovery news	28	Science & Technology	PT3M18S	198	2d	hd	false	https://i.ytimg.com/vi/9iJZCXcmsfw/maxresdefault.jpg	1	202093	7505	150	0	856
