position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
11	UCWNpXitY8eJ-ku6M-v25MKw	Joe Biden	ykSpM50paoY	2020-12-15T17:47:26Z	2020-12-15 17:47:26	The Biden Plan for Climate Change and the Paris Agreement	Under a Biden-Harris Administration, the United States of America will rejoin the Paris Agreement on day one and lead the world in the fight against climate change.	joe biden,biden,joe biden ad,biden ad,joe biden ad 2020,joe biden campaign video,joe biden campaign ad,joe biden youtube ad,biden ads,joe biden speech,biden trump,2020 elections,politics	25	News & Politics	PT2M58S	178	2d	hd	false	https://i.ytimg.com/vi/ykSpM50paoY/maxresdefault.jpg		22664	2338	1077	0	1228
12	UCAuUUnT6oDeKwE6v1NGQxug	TED	k1oPVp63eNk	2020-10-29T22:00:54Z	2020-10-29 22:00:54	The state of the climate crisis | Climate Action Tracker	Take action on climate change at http://countdown.ted.com. With the 2015 Paris Climate Agreement, 197 countries agreed to set emission targets that would limit global temperature rise 1.5 degrees Celsius by capping greenhouse emissions at "net-zero" -- or absorbing as much carbon as they emit -- by 2050. So far, only two countries (Gambia and Morocco) are hitting their targets, while the biggest emitters are falling flat, or ignoring their goals entirely. How can we hold these countries accountable? Enter the Climate Action Tracker. This video was part of the Countdown Global Launch on 10.10.2020. (Watch the full event here: https://youtu.be/5dVcn8NjbwY.) Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com/sign-up Follow Countdown on Twitter: http://twitter.com/tedcountdown Follow Countdown on Instagram: http://instagram.com/tedcountdown Subscribe to our channel: http://youtube.com/TED TED's videos may be used for non-commercial purposes under a Creative Commons License, Attribution–Non Commercial–No Derivatives (or the CC BY – NC – ND 4.0 International) and in accordance with our TED Talks Usage Policy (https://www.ted.com/about/our-organization/our-policies-terms/ted-talks-usage-policy). For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request at https://media-requests.ted.com	TEDTalk,TEDTalks,TED Talk,TED Talks,Climate Action Tracker,Climate Change,Science,Environment,Countdown,Energy,Sustainability,Data	28	Science & Technology	PT4M27S	267	2d	hd	true	https://i.ytimg.com/vi/k1oPVp63eNk/maxresdefault.jpg	1	116994	4928	536	0	1172
13	UCGaVdbSav8xWuFWTadK6loA	vlogbrothers	Sr2J_1J9w3A	2017-06-02T18:18:15Z	2017-06-02 18:18:15	The Paris Accord: What is it? And What Does it All Mean?	At the heart of the desire to get America out of the Paris Agreement seems to be three things: 1. Nostalgia. The focus on coal, an energy source that is becoming uneconomical even in developing countries, and that employs very few people in America can't have anything to do with anything except an imagined fondness for a world that probably never existed. These people are right that fossil fuels have been great for Americans and also for the world. I think the people who worked and fought to use fossil fuels to make people's lives better did good things. I also think we need new paths and to retire old ones. 2. A push to have countries care only about their own interests. Climate change is the best example that this doesn't work. And that's very scary for people who are skeptical of globalism. It may seem to them awfully convenient that the people who want a more global society happened to find this disaster that can only be solved by a more global society. Of course there are some that are purely economically motivated, but while those people are powerful, there aren't many of them. But these are the things that really resonate with large numbers of people. And when you're trying to defend your worldview, you'll make some magnificent mental leaps to do it...like that every scientist ever is lying about how CO2 absorption works. There are a couple Twitter threads that I really enjoyed on these topics. here they are. Vi Hart: https://twitter.com/vihartvihart/status/870413832732250112 Adam Conover: https://twitter.com/adamconover/status/870025080041910272 ---- Subscribe to our newsletter! http://nerdfighteria.com/newsletter/ And join the community at http://nerdfighteria.com http://effyeahnerdfighters.com Help transcribe videos - http://nerdfighteria.info John's twitter - http://twitter.com/johngreen John's tumblr - http://fishingboatproceeds.tumblr.com Hank's twitter - http://twitter.com/hankgreen Hank's tumblr - http://edwardspoonhands.tumblr.com	climate change,paris agreement,paris accord,paris,global warming,donald trump,syria,climate agreement,climate accord,united nations,UN,news,europe	22	People & Blogs	PT5M54S	354	2d	hd	true	https://i.ytimg.com/vi/Sr2J_1J9w3A/maxresdefault.jpg	1	813125	42687	3222	0	4280
14	UCrC8mOqJQpoB7NuIMKIS6rQ	Study IQ education	ndeZSeH6rTk	2016-10-08T15:47:26Z	2016-10-08 15:47:26	Paris Agreement के बारे में जानिये - UNFCCC - COP 21- IAS/UPSC/PSC	Click here https://bit.ly/2wJs0SV to Download our Android APP to have access to 1000's of #Smart_Courses covering length and breadth of almost all competitive exams in India. UPSC/CSE - This is our Flagship & Most Selling Course. This course covered Length & Breadth of UPSC vast syllabus and made by Elite & Very best faculties from all over India with StudyIQ Trust. #Download_StudyIQ_APP https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. SSC & Bank - This is our oldest Course, made by Founders of StudyIQ. 1000+ videos so far and new videos added every week. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. UPSC Optionals - We have covered almost all major UPSC Optionals. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. State Exams PSCs - Currently we have 18 States covered, More to come, Choose your state. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Defense Exams - CDS, NDA, CAPF, SSB, AFCAT, Airforce. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. SSC JE Exams - Civil, Mechanical, Electrical, Electronics. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. RBI Grade B - Grade B is the most popular Job after IAS. This course made by well-experienced faculties of Study IQ. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. NTA NET - Start your preparation for UGC(NTA) NET prestigious exam. We have courses for both Paper 1 & 2. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. UPSC Prelim Test Series 2020 - Our flagship test series for UPSC Prelims. More than 55-60% Success rate in 2018-19. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. DMRC Exams - Courses for Delhi Metro Technical & Non-Technical Exams. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Insurance Exams - LIC, NICL, and other insurance exams. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Law Exams - Find courses for Undergraduate and Judiciary Exams. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Railway Jobs - More than 1.5 Lac jobs to come this year. Start your preparation with us for Tech or Non-Tech posts. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Teaching Jobs - CTET, DSSSB. Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. NABARD Grade A - Download the app https://bit.ly/2wJs0SV to watch Demo Videos, Course Content, Authors, Etc. Have a doubt? Click here http://bit.ly/2qWhdOI to start instant Chat with our Sale team or you can call 95-8004-8004 Download POKET NEWS app - http://bit.ly/2J3IxV3 STUDYIQ on Instagram - http://bit.ly/2K0uXEH STUDYIQ [OFFICIAL] Telegram - https://t.me/Studyiqeducation UPSCIQ Magazine (For Serious UPSC Aspirants) - http://bit.ly/2DH1ZWq UPSC Mains Answer Writing Practice - http://bit.ly/2IB9LTo Bank IQ Magazine - http://bit.ly/2QxyNmJ Daily Current Affairs - http://bit.ly/2t68FG1 Download All Videos PDFs - https://goo.gl/X8UMwF Monthly Current Affairs - http://bit.ly/2GtcCuP Topic Wise Current Affairs - http://bit.ly/2VHxiZw Free PDFs - https://goo.gl/cJufZc Free Quiz - https://goo.gl/wCxZsy Free Video Courses - https://goo.gl/jtMKP9" Follow us on Facebook - https://goo.gl/iAhPDJ Telegram - https://t.me/Studyiqeducation The Hindu Editorial Analysis - https://goo.gl/vmvHjG Current Affairs by Dr Gaurav Garg - https://goo.gl/bqfkXe UPSC/IAS Burning Issues analysis- https://goo.gl/2NG7vP World History for UPSC - https://goo.gl/J7DLXv Indian History - https://goo.gl/kVwB79 UPSC/IAS past papers questions - https://goo.gl/F5gyWH SSC CGL + IBPS Quantitative tricks - https://goo.gl/C6d9n8 English Vocabulary - https://goo.gl/G9e04H Reasoning tricks for Bank PO + SSC CGL- https://goo.gl/a68WRN Error spotting / Sentence correction https://goo.gl/6RbdjC Static GK complete- https://goo.gl/kB0uAo Complete GK + Current Affairs for all exams- https://goo.gl/MKEoLy World History - UPSC / IAS - https://goo.gl/kwU9jC Learn English for SSC CGL, Bank PO https://goo.gl/MoL2it Science and Technology for UPSC/IAS - https://goo.gl/Jm4h8j Philosophy for UPSC/IAS - https://goo.gl/FH9p3n Yojana Magazine analysis -https://goo.gl/8oK1gy History for SSC CGL + Railways NTPC - https://goo.gl/7939eV	online coaching,psc,the paris agreement,appsc,paris agreement ratification,SSC,ratify paris agreement,upsc,IAS,Paris Agreement on Climate Change,United Nations Framework Convention on Climate Change,cop 21,cop,UPSC,unfccc,Paris agreement,ias	27	Education	PT19M14S	1154	2d	hd	false	https://i.ytimg.com/vi/ndeZSeH6rTk/maxresdefault.jpg	1	234329	6202	228	0	296
15	UC2LZO6swZ9SLUEOks3WnsfA	2veritasium	1WKoj-kodBw	2017-06-02T21:17:43Z	2017-06-02 21:17:43	5 Bad Reasons to Ditch the Paris Climate Agreement	I've heard a lot of reasons for withdrawing from the Paris climate agreement but none of them makes sense to me. Here are some links that support my thinking: BC Carbon tax and impact: https://en.wikipedia.org/wiki/British_Columbia_carbon_tax Popular opinion about the Paris Climate Agreement: https://fivethirtyeight.com/features/was-trumps-paris-exit-good-politics/ http://climatecommunication.yale.edu/publications/paris_agreement_by_state/ India and China pledges: http://www.climatechangenews.com/2017/05/15/india-china-track-exceed-paris-climate-pledges/ Exxon Mobil support for Paris Agreement: https://www.bloomberg.com/news/articles/2017-05-31/exxon-conoco-back-paris-climate-deal-as-trump-weighs-pact-exit	veritasium,paris,donald trump,trump,climate change,global warming,paris climate agreement,withdrawal,leave,united states,agreement,climate,policy,politics,science	27	Education	PT8M43S	523	2d	hd	true	https://i.ytimg.com/vi/1WKoj-kodBw/maxresdefault.jpg	1	637029	36793	5448	0	6309
16	UCXIJgqnII2ZOINSWNOGFThA	Fox News	bvutiLuch_E	2017-05-31T20:59:40Z	2017-05-31 20:59:40	Paris Climate Agreement explained	The United States is one of 195 nations who have signed on to the Paris Climate agreement. What is the accord and will President Trump keep or cancel the U.S.’s pledge?	Climate Change,Environment,Digital Originals,One Shot,Apple News,Health,Lifestyle,Politics,Primary Politics,Special,US,Web Exclusives,World,Fox News,News	25	News & Politics	PT2M42S	162	2d	hd	false		1	64530	423	171	0	352
17	UCjo1uN-aM3rmBV46xj7l2KA	John Stossel	cVkAsPizAbU	2018-03-19T10:00:30Z	2018-03-19 10:00:30	The Paris Climate Fraud	President Trump is right to withdraw from the Paris Climate Agreement! The deal isn’t worth the paper it is written on. -------- Don't miss a single video from Stossel TV, sign up here: https://johnstossel.activehosted.com/f/1 --------- But many politicians and much of the media are horrified. Al Gore called pulling out of the Paris Agreement a “reckless and indefensible decision.” Former President Obama said: “This administration joins a handful of nations that reject the future." Really? Have they read the agreement? Stossel interviewed one of the few people who did, City Journal Contributing Writer Oren Cass. He describes the agreement as “somewhere between a farce and a fraud.” Why so dismissive? Because, as Cass told Stossel, “you don't even have to mention greenhouse gases in your commitment. You send in any piece of paper you want, we're going to staple them all together and we're going to call that the Paris Accord.” What is in these commitments (or not in them) will surprise you. China pledged to “achieve the peaking of carbon dioxide emissions around 2030.” That sounds good, except a U.S. government study, done before the Paris Agreement, estimated China would reach peak emissions by 2030. So China pledged to continue doing exactly what it was doing. Yet Cass told Stossel China was one of the better pledges. “India made no pledge to limit their emissions at all. They pledged only to become more efficient…But they proposed to become efficient less quickly than they're already becoming more efficient. So their pledge was to slow down.” Pakistan’s pledge was even more meaningless, simply pledge to reak a peak emission “much beyond the year 2030." Cass says only one country took a different approach, the U.S., which set the goal of reducing greenhouse gas emissions by 26% to 28% below 2005 levels, by 2025. “President Obama took all the zero commitments from everybody else, but threw in a really expensive one for us.” Oren Cass and John Stossel don’t dispute basic climate science. Stossel says yes, the earth is warming. Man may well be increasing that. But the solution isn’t to waste billions by forcing emissions cuts in America while other countries do nothing-- while pretending to make cuts. Trump was right to repudiate this phony treaty. Most of us didn’t even know how phony it was. But now we do.	Paris climate accord,Paris Climate Agreement,Paris Climate Treaty,City Journal,Climate Change,Global Warming,Manhattan Institute,Paris Accord,President Trump	25	News & Politics	PT4M23S	263	2d	hd	true	https://i.ytimg.com/vi/cVkAsPizAbU/maxresdefault.jpg	1	853178	33702	1366	0	3640
18	UCG0xyRVgb5Yf1lvQxkRrYYQ	nzherald.co.nz	xN156DPnnao	2017-11-01T01:47:42Z	2017-11-01 01:47:42	Paris Agreement Explained | Climate Change	The agreement aims to avoid atmospheric warming of more than 2°C by the end of the century. Full story: https://goo.gl/9BzDyt Subscribe: https://goo.gl/LP45jX Check out our playlists: https://goo.gl/Swd249 Like NZ Herald on Facebook: https://goo.gl/tUC4oq Follow NZ Herald on Instagram: https://goo.gl/oLicXe Follow NZ Herald on Twitter: https://goo.gl/Wi6mbv	NZ Herald,nzherald.co.nz,nz documentaries,new zealand documentaries,short docs,short films,nz news,kiwi news,new zealand news,paris accord,paris climate change,climate change agreement,climate policy paris,global warming paris,Accord de Paris,climate change policy,what is the paris agreement	25	News & Politics	PT1M34S	94	2d	hd	false	https://i.ytimg.com/vi/xN156DPnnao/maxresdefault.jpg	1	13651	118	26	0	17
19	UCzLqOSZPtUKrmSEnlH4LAvw	Drishti IAS	TGdYiuG5F_8	2020-12-23T12:13:18Z	2020-12-23 12:13:18	Paris agreement turns five - Audio Article	#parisagreement #climatechange #currentaffairs2020 𝐓𝐨 𝐛𝐮𝐲 𝐇𝐢𝐧𝐝𝐢 𝐋𝐢𝐭𝐞𝐫𝐚𝐭𝐮𝐫𝐞 𝐚𝐧𝐝 𝐈𝐀𝐒 𝐏𝐫𝐞𝐥𝐢𝐦𝐬 𝐏𝐞𝐧𝐝𝐫𝐢𝐯𝐞 𝐂𝐨𝐮𝐫𝐬𝐞𝐬 𝐂𝐥𝐢𝐜𝐤 𝐨𝐧 𝐭𝐡𝐞 𝐠𝐢𝐯𝐞𝐧 𝐥𝐢𝐧𝐤𝐬: 👉 For 𝐟𝐞𝐞 𝐚𝐧𝐝 𝐨𝐭𝐡𝐞𝐫 𝐝𝐞𝐭𝐚𝐢𝐥𝐬 of Hindi Literature and IAS Prelims Pendrive Courses: http://bit.ly/2vGNj72 👉 𝐀𝐝𝐦𝐢𝐬𝐬𝐢𝐨𝐧 Page Link for 𝐏𝐫𝐞𝐥𝐢𝐦𝐬 𝐏𝐞𝐧𝐝𝐫𝐢𝐯𝐞 𝐂𝐨𝐮𝐫𝐬𝐞- http://bit.ly/2TpycrQ 👉 𝐀𝐝𝐦𝐢𝐬𝐬𝐢𝐨𝐧 Page Link for 𝐇𝐢𝐧𝐝𝐢 𝐋𝐢𝐭𝐞𝐫𝐚𝐭𝐮𝐫𝐞- http://bit.ly/3cAFH6L 👉 𝐃𝐞𝐦𝐨 𝐜𝐥𝐚𝐬𝐬 playlist- http://bit.ly/2qyY1cW 👉 To 𝐛𝐮𝐲 𝐭𝐡𝐢𝐬 𝐜𝐨𝐮𝐫𝐬𝐞 call us: 9319290700/9319290701/9319290702 👉 Mail us: onlinesupport@groupdrishti.com =̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵ 𝐅𝐨𝐫 𝐕𝐢𝐝𝐞𝐨 𝐮𝐩𝐝𝐚𝐭𝐞𝐬 𝐟𝐨𝐥𝐥𝐨𝐰 𝐮𝐬 𝐚𝐭 ------- 👉 फेसबुक : https://www.facebook.com/DrishtiIASYouTube 👉 ट्विटर : https://twitter.com/DrishtiVideos 👉 इन्स्टाग्राम : https://www.instagram.com/drishtiias 👉 टेलीग्राम : https://t.me/drishtiiasofficial The Paris agreement is a landmark environmental accord that was adopted by nearly every nation in 2015 to address climate change and its negative impacts. In December 2020 Paris accord turns 5 years old. in this audio article, we will discuss the Paris agreement. Drishti Audio article is prepared for the purposes of civil services examination. Drishti IAS has taken an initiative to provide the best material to civil services aspirants. This information will help you to make a better understanding without any coaching. Inputs are taken from reputed English newspapers e.g., the Hindu and the Indian Express as well as team Drishti inputs are also included. पेरिस समझौता जलवायु परिवर्तन से निपटने के लिए लाया गया एक ऐतिहासिक समझौता है। साल 2015 में इसे लगभग हर देश ने स्वीकार किया था। दिसंबर 2020 में पेरिस समझौते के पाँच साल पूरे हुए हैं। इस मौके पर पेरिस समझौते को लेकर चुनौतियों और संभवानाओं पर बात करना जरूरी है। इस आर्टिकल में हम पेरिस जलवायु परिवर्तन समझौते पर चर्चा करेंगे। सिविल सेवा परीक्षा के विद्यार्थियों के लिए दृष्टि द्वारा यह ऑडियो आर्टिकल तैयार किया गया है। दृष्टि आईएएस ने सिविल सेवा उम्मीदवारों को सर्वोत्तम सामग्री प्रदान करने के लिए एक पहल की है। ये जानकारियाँ आपको बिना किसी कोचिंग की सहायता के बेहतर समझ बनाने में मदद करेंगी। प्रतिष्ठित अंग्रेजी समाचार पत्र, मसलन- द हिंदू और द इंडियन एक्सप्रेस के साथ-साथ टीम दृष्टि के इनपुट्स भी इस आर्टिकल में शामिल किए गए हैं। =̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵=̵ 👉 𝐋𝐢𝐧𝐤𝐬 𝐨𝐟 𝐘𝐨𝐮𝐓𝐮𝐛𝐞 𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭𝐬- 1. Videos by Dr. Vikas Divyakriti: http://bit.ly/2TF34TZ To 2. The Point- Short Notes: https://goo.gl/zgoumR 3. Audio Article: https://goo.gl/MV1BRW 4. Current News Bulletin: https://goo.gl/TRiKpS 5. Today's GK: https://goo.gl/qYva9T 6. Sarkari Yojanayen: https://goo.gl/92Xdef 7. To The Point- Special: http://bit.ly/2UwSbpv 8. National/International Organisations: https://goo.gl/iXHNNM 9. Our Faculties: http://bit.ly/2xfVIz3 10. Online Courses: http://bit.ly/2qyY1cW 11. UPSC Mock Interview: https://goo.gl/g3y9Ap 12. BPSC Mock Interview: https://goo.gl/299xS1 13. UPPSC Mock Interview: http://bit.ly/32ipJJp 14. Expert View: http://bit.ly/2kEXfbR 15. Concept Talk- By Dr. Vikas Divyakirti: https://goo.gl/xNVMrm 16. GS Mains Paper Discussion- 2019: http://bit.ly/34zvvaq 17. Strategy: https://goo.gl/7C48fd 18. Distance Learning Program: http://bit.ly/38nrtTC 19. Interview Guidance: http://bit.ly/38u4je1 20. How To Fill D.A.F (Mains Form): https://goo.gl/o7EKWQ 21. Answer Writing Tips (by Dr. Vikas Divyakirti): https://goo.gl/myzfVf 22. Topper's View: https://goo.gl/NhYGkP 23. News on Map: https://goo.gl/Cqq74n 24. Indian Economy- Target PT 2019: http://bit.ly/2VNXxgO 25. G.S. Mains Paper Discussion- 2018: https://goo.gl/xV4WYF 26. Hindi Literature Paper Discussion- 2018: https://goo.gl/8akEAH 👉 डेली न्यूज़ एनालिसिस: https://goo.gl/aaLjjK 👉 डेली करेंट अफेयर्स टेस्ट: https://goo.gl/PFwJ21 👉 प्रैक्टिस टेस्ट: https://goo.gl/nKY3fu 👉 लोकसभा और राज्यसभा टीवी डिबेट: https://goo.gl/hmtXgv 👉 मैप के माध्यम से अध्ययन: https://goo.gl/4TsnpC 👉 डेली मेंस आंसर राइटिंग प्रैक्टिस: https://goo.gl/3i5NXD 👉 Books from Drishti Publications: https://goo.gl/8CGPiY 💬 WhatsApp करें: अपडेट लें, नंबर है-- 920588 5192	Paris agreement study IQ,cop21 Paris agreement,climate ambition summit,renewable energy,India's INDCgoals,vikas divyakirti motivational speech,paris climate agreement,upsc,vikas divyakirti lecture,vikas divyakirti drishti ias,upsc current affairs,current affairs 2020,paris agreement drishti ias,cop21,cop 26 2020,paris agreement ugc net,paris agreement unacademy,AIPA,EVERYTHING ABOUT PARIS AGREEMENT	27	Education	PT11M7S	667	2d	hd	false	https://i.ytimg.com/vi/TGdYiuG5F_8/maxresdefault.jpg		40797	2732	38	0	93
20	UCNye-wNBqNL5ZzHSJj3l8Bg	Al Jazeera English	LZN-RxIZReQ	2020-12-12T09:36:23Z	2020-12-12 09:36:23	The state of the world’s climate, five years after Paris agreement	Five years ago today, the Paris agreement was forged, with nations around the globe uniting to fight back against the growing threat of climate change. Since then, extreme weather events from drought, wildfires and superstorms have taken their toll and highlighted a need for action. So how is the world placed in its battle against the climate crisis? Al Jazeera's Nick Clark takes a look. - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: https://www.aljazeera.com/ #AlJazeeraEnglish #ClimateChange #GlobalWarming #ParisAccord	europe news,al jazeera,paris agreement,aljazeera,paris accord,aljazeera english,al jazeera english,pollution,europenews,eu,eu news,aljazeera news,global warming,paris,carbon,aljazeera live,europe,climate change	25	News & Politics	PT2M58S	178	2d	hd	false	https://i.ytimg.com/vi/LZN-RxIZReQ/maxresdefault.jpg	1	4181	87	7	0	24
21	UCuLEr-GWiwCBB6zBDX3elOQ	UN Climate Change	gOgTxo_4Tgo	2015-12-16T12:12:51Z	2015-12-16 12:12:51	Two Weeks of COP 21 in 10 Minutes	An historic pact to combat climate change and unleash actions and investment towards a low carbon, resilient and sustainable future was agreed by 195 nations in Paris. See the best moments of COP21.	2015 United Nations Climate Change Conference	25	News & Politics	PT10M11S	611	2d	hd	false			25062	174	19	0	14
22	UCyyB5kElrc3e5kVwg1pCqNg	Gamanji	zPW7wdYbZZg	2019-09-27T16:10:14Z	2019-09-27 16:10:14	What is Paris agreement on climate change in Hindi.[Paris Agreement]	This video is all about Paris Agreement. You will come to know about What is Paris Agreement, What are its main Objectives and to which extent Paris Agreement is implemented. #arashkharoud #ParisAgreement On this channel I upload videos related to tutorials,tech, knowledge and in future we will do pc builds & unboxing and review videos also . SO IF YOU ARE INTERESTED IN ANY OF THESE TOPICS THEN PLEASE SUBSCRIBE THIS CHANNEL . PLEASE... Share, Support and Subscribe!!! Youtube channel : https://www.youtube.com/knotspot Twitter : https://twitter.com/Arash_kharoud Facebook page : https://www.facebook.com/KnoT-Spot-1771757912899035/ ENJOY YOUR LIFE BECAUSE ITS A ONE TIME CHANCE SO DO WHAT YOU LIKE & TRY TO ALWAYS REMAIN HAPPY AND RESPECT YOUR PARENTS THANKS.....	Paris Agreement,in hindi,What is paris agreement,climate change,cop21,global warming,greta thunberg,cop 21	22	People & Blogs	PT5M44S	344	2d	hd	false	https://i.ytimg.com/vi/zPW7wdYbZZg/maxresdefault.jpg	1	5661	292	9	0	14
23	UCHd62-u_v4DvJ8TCFtpi4GA	Washington Post	lw-XyTaAf0o	2017-06-02T16:16:54Z	2017-06-02 16:16:54	Putin reacts to Trump's withdrawal from the Paris climate agreement	Russian President Vladimir Putin offered his thoughts on President Donald Trump's decision to withdraw from the Paris climate deal. Putin participated in an annual economic forum in St. Petersburg, moderated by Megyn Kelly.	putin,megyn kelly,paris deal,donald trump,russia,economic forum,politics,foreign politics,climate change,paris agreement,vladimir putin,vladimir putin megyn kelly,trump vladimir putin,putin paris climate accord,putin megyn kelly	25	News & Politics	PT1M43S	103	2d	hd	false	https://i.ytimg.com/vi/lw-XyTaAf0o/maxresdefault.jpg	1	119655	570	119	0	286
24	UCBi2mrWuNuyYy4gbM6fU18Q	ABC News	0RaunX9LrC4	2020-11-02T12:26:50Z	2020-11-02 12:26:50	Climate experts discuss US withdrawal from Paris agreement l ABC News	The U.S. is set to officially withdraw from the Paris Climate Agreement on Nov. 4, a day after the presidential election. READ MORE: https://abcn.ws/3mN5D3c #ABCNews #ParisClimateAgreement #GlobalWarming #Trump	Paris,climate,agreement,Donald,Trump,U.S.,Climate,change,Joe,Biden,Presidential,election,p_cmsid=2494279,p_vid=news-73960487	25	News & Politics	PT3M55S	235	2d	hd	false	https://i.ytimg.com/vi/0RaunX9LrC4/maxresdefault.jpg	1	8260	145	58	0	109
25	UCIRYBXDze5krPDzAEOxFGVA	Guardian News	5GpGnQTKMm8	2020-12-12T22:56:28Z	2020-12-12 22:56:28	UN Paris climate agreement: world leaders hold summit on fifth anniversary – watch live	The United Nations and Britain are expected to host an online climate summit on the fifth anniversary of the UN Paris climate agreement in a last-ditch bid to have countries meet a deadline to upgrade their emissions-cutting pledges Subscribe to Guardian News on YouTube ► http://bit.ly/guardianwiressub Support the Guardian ► https://support.theguardian.com/contribute Today in Focus podcast ► https://www.theguardian.com/news/series/todayinfocus The Guardian YouTube network: The Guardian ► http://www.youtube.com/theguardian Guardian Football ► http://is.gd/guardianfootball Guardian Sport ► http://bit.ly/GDNsport Guardian Culture ► http://is.gd/guardianculture	united nations,climate,climate emergency,1.5,uk,boris johnson,coronavirus,covid,covid climate,paris,paris agreement,paris agreement anniversary,paris agreement live,united nations live,emissions cutting,polluters,polluting,climate change,climate catastrophe,climate news,world,covid news live,coronavirus news live,2020,guardian,boris johnson speech,boris johnson climate change,global warming	25	News & Politics	PT5H51M16S	3076	2d	hd	false	https://i.ytimg.com/vi/5GpGnQTKMm8/maxresdefault.jpg	1	15239	404	155	0	26
26	UC16niRr50-MSBwiO3YDb3RA	BBC News	jP55meWlLt4	2017-06-01T20:11:03Z	2017-06-01 20:11:03	Trumps pulls US out of Paris climate deal - BBC News	President Donald Trump has announced that the US is withdrawing from the 2015 Paris climate agreement. He said moves to negotiate a new deal that would not disadvantage the US would begin. Mr Trump said during last year's presidential election campaign that he would take the step to help his country's oil and coal industries. Opponents say withdrawing from the accord is an abdication of US leadership on a key global challenge. Please subscribe HERE http://bit.ly/1rbfUog World In Pictures https://www.youtube.com/playlist?list=PLS3XGZxi7cBX37n4R0UGJN-TLiQOm7ZTP Big Hitters https://www.youtube.com/playlist?list=PLS3XGZxi7cBUME-LUrFkDwFmiEc3jwMXP Just Good News https://www.youtube.com/playlist?list=PLS3XGZxi7cBUsYo_P26cjihXLN-k3w246	paris climate,paris,paris climate deal,bbc news,bbc,news,youtube,video,donald trump,trump news,breaking,breaking news,paris climate trump,trump paris climate,china,climate change,2015 Paris climate agreement,paris climate agreement	25	News & Politics	PT3M35S	215	2d	hd	false		1	160617	1240	2460	0	1790
